Text,Period
' obra merecedora gram doesto ' mantebia muy dina seer chorada prouves ha deos filho amado lima melhor razam esquaal drinhases todas couzas certamete ho odoor filial jaa perdeo boom cheyro antes hee jaa convertido fedoranto ha presena padre injuriado poderaa sofrer seem amargura huu irmao soo odio seem outra injuria mova contra outro ha procurarlhe todas ha derradeyra queda morte infamia desonra tam pu briquada ha nom avorreceraa hos sogeytos tam zados cortados hos noos rota ha preytezia leaaldade traba lhem someter derribar ha reaal alteza senhor seguudo fama commuu muy notoria certifiquados hos vasallos fo rey favor alevantaram,XV
ifante d s cho filho hos reyno castellae liam contra elle usa vam ha rainha dona beatriz filha muy pie dosa paguar alguma maneyra has dividas obri guaam divina humana via loguo elrey d diniz filho foy cazado foy ha elrey d affonso pay sevilha pera tantas aversi dades infortunios pade cia ella ho socorrer confortar aconselhar ho nunqua ley xar ate ora morte delrey ha ella foy prezente cuja teste menteyra principal outro fi quou porque ella socorreo todo ho dinheyro fa zenda todalas joyas pesoa todalas rendase gen tesque tinhae podia aver tugual neste meyo el rey d,XV
reys daraguam ho direyto reyno cezilia quer sobre mesma contenda an tes fazer ha mesma concordia elrey felipe frana ste rey d pedro daraguam falece ram ambos sobre ho cerquo gi rona ha saber elrey frana doena elrey d pedro dezemparo treya foy morto ha ferro coroni cas frae daraguam lar guamente decrara deste rey d pedro daraguam rainha dona costana molher fiqua ram filhosha saber d affon so filho primeyro ha q disera ho casto q apoz reynou cazar morreo frade abito s francisquo d james ha q fiquou ho reyno cezilia q elle foy rey daraguam dona vio,XV
dona beatriz alem muitas villas deu tenta mil livras prata pag sessenta sentimento q morte neto infante d diniz ibi relatase discordias princepe filho pag sessenta sessenta dois manda proceso princepe machi nado matar irma d affonso sanches acha fal so pag sessenta sete pratica fez prezena vasallos qu descubrio falso tudo qu to machinado princepe filho contra d affonso san ches irma pag sessenta sete sessenta oito he buscado filho dar batalha pag vinte quatro manda loureo annes redondo q ma todos dera entrada santarem principe filho asim executa pag setenta sete intervena rainha san ta isabel concerta fi,XV
pedro hum rogerio delora almirante del rey d pedro grande frota foy vista napoles onde carlo filho delrey carlo fiquara guovernador ho muy riquo sangue descendia nom podendo sofrer has muytas injurias almirante daraguam pesoa receberaguiado favor esforo verda deyro fizo preceytos pay nom guardou fahio frota tambem consi guo pelejou maar ho almirante ho sy tam afouto pelejas maar muy afortunado venceo prendeo carlo muitos ho mens companhia prezo hos loguo levados ha cezilia postos carcere mecina aho infortunio carlo elrey carlo pay querendo proverse foy ha guayeta effeyto nom podia zejo satisfazer nojo adoeceo segundo diz morreo tristeza,XV
segundo genito delrey felippe frana ca zou huma neta delrey carlo tio principe salermo neste tempo antes executar ha cru zada contra elrey d pedro hum rogerio delora almirante del rey d pedro grande frota foy vista napoles onde carlo filho delrey carlo fiquara guovernador ho muy riquo sangue descendia nom podendo sofrer has muytas injurias almirante daraguam pesoa receberaguiado favor esforo verda deyro fizo preceytos pay nom guardou fahio frota tambem consi guo pelejou maar ho almirante ho sy tam afouto pelejas maar muy afortunado venceo prendeo carlo muitos ho mens companhia prezo hos loguo levados ha cezilia postos,XV
vor deu tam grandes ajudas eso principalmente vs sois boa vontade ate portugual vosquo guerras ando he necesario sempre prove ja pesoa ho nom poso aguora fazer peovos desta culpa releveis sabey pera has cousas vosa honra servio sempre achareis diligente mui to aguardecidomas enviarey vosquo ho ifante d james ir ma acompanhe asi proseguiram viagem ate cheguarem ha braguanaon entrada concordada alli ja esperavam ella ho ifante d affonso irma legitimo delrey d diniz ho conde d guonalo cazado dona lionor tambem irma filha bastarda delrey d affonso conde bolonha asi outros perlados riquos homens rey portuguale dally despedio,XV
pe onha deste conrado fiquara hum filho menino erdeyro dito conradinoque mistura cer tos prezentes joyas tambem tio ho quizeram matar c peonha ha rainha my menino muy prudente receosa manhas manfreo aprezentou luguar filho outro menino en tudo conforme elle lo guo morreo ho manfreu morte conrado irma has muitas riquezas oc cupou loguo ouve reyno cezilia sendo sobre eso papa alexandre escommunguado perseguido exercito deixase ho reyno elle ajuda meteo italia muitos mouros tunes dafriqua c desbaratou ha gente papa fez italia grandes destroies levou della grandes despojos ho papa urbano iv enviou frana chamar ha car lo,XV
mo vyo elrey d sancho con tra direyto rezam falecera todo nom compria alguma cou sa muitas elle concor dra bem entendo nom ria elle paaz amor bem aseseguo rey sempre desejara porm rey grande coraam lem perdas recebera ainda casos recebia algu ma quebra grande honra bo nome determinou aparelhar loguo fazenda ho compria mandalo desafiar pera pubriqua guerra entrarlhe terra della nom sair ate nom aver emenda comprimento todo ho requeria di reyto devido neste tempo ante dalguma des tas cousas aver efeyto morreo el rey d sancho estando cidade toledo mil duzentos iduzentos noventa cinco noventa sinquo,XV
ordem pagcinquenta cinco cap xviii discordia ouve elrey d diniz ho ifante d affonso filho er deyro has cauzas porquepagseisi cap xix couzas ho if capitulou pera matar affonso sanches irmaao ho des terrar fra regnopagsessenta quatro cap xx deligencia el rey fez pera saber ha verdade estromentos maguazela pagsessenta sete cap xxi dalguuas couzas ho ifante fez contra vontade servio delrey padrepag setei cap xxii ho ifante partio coimbra lixboae aconteceo elrey caminhopag setenta três cap xxiii ho ifante le vou ha molhere hos filhos ha cas tella hos lugares tomou ha elrey padrepagsetenta cinco cap xxiv elrey ho,XV
filho erdeyro des tes cento corenta mil cruzados ordenou muitas grandes esmolas repartidas todolos moesteyros espitaaes cazas piedozas regno asi certa soma pera caza mentos moas orfas pera criaam meninos engeytados tambem dellas ordenou huu cavalleyro booa vida vergo nhosa estivese jerusalem vise elle guerra contra hos infieis dous annos pera esto or denou tres mil livras mil duzentos cruzados nom achase cavalleyro nom ouvese desposiam pera yr ha ultramaar dinheyro convertese vestir pobres en vergonhados outro sy ordenou outro boom homem booa vida fose roma duas quarentenas elle andase todalas estaoens ganham has indulgencias plenarias ha es ordenou mil,XV
dois cinquenta três concilio celebrado vianna provincia narbo promulgou extina des ta ordem pag cinquenta sete rendas desta ordem sa applicadas hospital s joa ibi valdovino r ey jerusalem manda hospedar dentro palacio pri meyros fundadores ordem templo pag quarenta nove vasco fernandes mestre plarios portugal extinguio ordem pag cinquenta seis dona violante filha d an dre rey ungria caza d jaymes decimo rey ara ga muitos filhos pag cinco dona violante filha d jaymes decimo rey araga rainha dona violante cazou c d affonso decimo cas tella av delrey d diniz portugal pag cinco dona violante filho d pedro,XV
pedro ha ese tempo cezilia nom valera porque es tranhou fazerse tam crua justia mandadonem autoridade del rey d pedro marido dally concordaram carlo fose le vado prezo foy araguam onde avendo quatro annos ho dito carlos prezo morte delrey d pedro rey nando araguam elrey d af fonso filho foy meyo del rey d duarte dingraterra solto sobre ha refens carlo deu tre filhos legitimos sinquo enta cavalleyros nobres con dado proena despezas trinta marquos prata con dia q elle renunciase ho direyto q ceziliae fizese renun ciar ha carlo valois ho direyto q ho papa dera araguam esto,XV
porque desta forte meyo tao illustre valedor ficara desculpado atrevimento excellentisima pesoa v excellen cia guarde deos muitos annos b maos v excellencia criado miguel lopes ferreyra prologo prologo amigo leitor qui dou chronica serenisimo rey d diniz portugal outro argumento palavra empe nhey prometi dar impresas todas chro nicas manusscritas reys deste reyno ellas digna deste beneficio delrey d diniz porque duvida soberanos desta monar chia mereceo elle hum lugar mayor distincçao aqui veras hum prin cipe tao altamente respeitado grande prudencia foy arbi tro ajuste pezadas contendas dous principes conseguio dezejada felicidade cujos documentos poderas ver sexta parte,XV
grande door nosa see certo pasados oyto dias pubriquaam desta nosa carta noos manda mos aho venerado irmao bispo devora logo excommungue ha ty ha todos aquelles ha chegarem ainda bispos quaaes quer outras mayores superiores pesoas torvem ha paaz padre contiguo seem embargo quaaesquer privilegios desta sa carta nom fizerem menam paaz asecego venha ha ty ha eses reg dezejamos maneyra hos perigos almas escuza ha ty crea titulo honra acerqua homens abastana mereci mentos ante deos carta bulla papa foy dada aho bispo devora ha fi zese pubriquar aho ifante estando elrey lixboa porque ha ese tempo elrey,XV
nom podia consentir vencido so mente grande affeyamque nom podia padecer ha privaam santa conversa am graciosa prezena vista sendo elrey d diniz respeytos della conten estando estremoz anno mil duzentos oytenta hum an iioitoi avendo dous annos ja reynava ordenou embayxa dores procuradores hirem requerer ha dita ifante dona isabel joa velho vasquo pires joa marrinshomens concelho pesoas acerqua delle grande autoridade boa estima hos quais chegram corte delrey dara guam barcelona onde sobre caso acer taram outros embayxadores del rey frana delrey ingra terra cazamentos filhos erdeyros enviavam requerer ha dita ifante elrey d pedro ven alguns destes,XV
primeyra vezque ho cide ruy dias foy tomada elles mouros proprio tempo morte ha tornaram ha cobrar ate rey ha rey d james ve lho enom podendo ja sofrer ho pezoe carreguo regimeto reyno fez alevtar obedecer rey aho ifante d pedro filho elle meteose monge moestey ro santa cruz monges bran quos onde jas sepultado rey d pedro filho des nome ho quarto rey raguam ho onzeno contra vonta pay cazou c dona cos tana filha delrey manfreu foy dambas cezilias filho bas tardo federiquo ii emperador dalamanha rey ceziliae napoles foy erege mo ho mem cruel perseguidor egreja,XV
sa luis rey frana pag seis elrey d manoel foy perpetuo administrador ordem christo pag sessenta dona maria filha natural del rey d diniz foy cazada d joa lacerda pag quinze dona maria filha natural del rey d diniz foy freyra mosteyro odivellas pag quinze dona maria filha infantes d affonso dona violante foy cazada d tello filho infante d affonso moli pag dezasseis martim gonsalves souza al feres mr delrey d diniz he mandado princepe c setecentos cavallos ajudar el rey castella guerra con tra mouro pag quarenta cinco mem rodrigues vasconcellos sustenta castello guima res d diniz contra,XV
achara nestas roturas pelejas vendo ho grde dano q delles seem cauza seguia pediram ha elrey mercee muitas cauzas razes muy urgentes ale garam dese licena pera en tenderem finalmente con cordia ho ifante aho elrey respondeo muy aspero nom querendo sobre tantas paazes tantas concordias firmadas menagens ta seem cau za quebradas fizesem tras tanta quebra desprezo queria castigar ho ifante merecia faria ha huu imigo mortaal porm tanto aprofiaram aquelles senhores elrey asi teraram affonso sanches ho conde d pedro filhos elrey aprouve ha todo boom remedio aseceguo antre elles dese polo quaal diz hos cavalleyros escu deyros,XV
boons principes elle conjuntos sangue logo enviou bayxadores ha elrey aa rainha castella ha notifiquarlhe morte ifantes pezava porque boons caval leyros aviam elle tam gran divido pois chegado ho tempo compria ajuda favor ofre cido pedia fizesem sabeer ho delle compria fosem certos elle pes soa ajuda poder regnos contra todos hos iria aju dar elrey ha rainha res pondera taal lembrana taal vontade ofrecimento gradecia singularmente sinaaes ho cazo parecia grande amor comprise ho envia riam requerer pera favor couzas delrey d fernando elrey d diniz notifiquou aho papa ho estado perigozo has couzas castella morte ifantes pedindo,XV
reys feytos pre zentes escreveram elles porque milhantes declaraes geraes serem ha tempos rezentes pu briquas muy notorias has cala ram nom escreveram eso aho diante ha longura po has fraquezas memorias cauzam duvidas confuzoens descontentam tanto nom somente nom pareceo couza injusta muy necesaria declarar algum tanto longe ha geraam rainha dona isabel descende geraoens reaes foy lia porque he saber elrey d pedro deste nome ho terceyro reys daraguam ho noveno cazou ha rainha dona ma ria filha d guilhermo mom pilher ouve hum filho ho socedeo dito d james deste nome primeyro reys raguam ho decimo d,XV
pasou frana pa ra cada hum valias levavam segurana campo irem comprir ho desafio asinado dia certo mez ju nho ho dia carlo pareceo bordeos hos cavalleyros armados deyxando ha huma jor nada elrey felippe frana c grande exercito segurador elrey d pedro nom pa receo pubriquo bordeos po rm diz nom quebrar ho juramento fizera mos trou ahi alguns secreto parecera tomou escuza estormentos volveo ha reyno grande presae enguano q elrey defran carlo tio ho papa jun tamente escandalisa ho papa escommungou el rey d pedro deu contra elle cruzada concedeo ho reyno daraguam grande solenidade grande doaam,XV
